"Simplified","Traditional","Pinyin","Level","Meaning"
"形势","形勢","xing2shi4","7","circumstances"
"形态","形態","xing2tai4","7","shape"
"形体","形體","xing2ti3","7","figure"
"型态","型態","xing2tai4","7","form"
"兴致","興致","xing4zhi4","7","mood"
"修补","修補","xiu1bu3","7","to mend"
"修订","修訂","xiu1ding4","7","to revise"
"修养","修養","xiu1yang3","7","accomplishment"
"修筑","修築","xiu1zhu2","7","to build"
"绣","繡","xiu4","7","to embroider"
"虚拟","虛擬","xun1i3","7","to imagine"
"虚心","虛心","xu1xin1","7","open-minded"
"许久","許久","xu3jiu3","7","for a long time"
"许可","許可","xu3ke3","7","to allow"
"叙述","敘述","xu4shu4","7","to relate (a story or information)"
"宣称","宣稱","xuan1cheng1","7","to assert"
"宣扬","宣揚","xuan1yang2","7","to proclaim"
"旋转","旋轉","xuan2zhuan3","7","to rotate"
"悬殊","懸殊","xuan2shu1","7","widely different"
"悬崖","懸崖","xuan2yai2","7","precipice"
"选拔","選拔","xuan3ba2","7","to select the best"
"选购","選購","xuan3gou4","7","to select and purchase"
"选民","選民","xuan3min2","7","voter"
"选票","選票","xuan3piao4","7","a vote"
"选修","選修","xuan3xiu1","7","optional course (in school)"
"学分","學分","xue2fen1","7","course credit"
"学科","學科","xue2ke1","7","subject"
"学年","學年","xuen2ian2","7","academic year"
"学识","學識","xue2shi4","7","erudition"
"学说","學說","xue2shuo1","7","theory"
"学徒","學徒","xue2tu2","7","apprentice"
"学员","學員","xue2yuan2","7","student"
"学制","學制","xue2zhi4","7","educational system"
"巡逻","巡邏","xun2luo2","7","to patrol (police, army or navy)"
"巡视","巡視","xun2shi4","7","to patrol"
"询问","詢問","xun2wen4","7","to inquire"
"鸦片","鴉片","ya1pian4","7","opium (loanword)"
"压岁钱","壓歲錢","ya1sui4qian2","7","money given to children as new year present"
"压缩","壓縮","ya1suo1","7","to compress"
"压制","壓制","ya1zhi4","7","to suppress"
"亚军","亞軍","ya4jun1","7","second place (in a sports contest)"
"亚洲","亞洲","ya4zhou1","7","Asia"
"言论","言論","yan2lun4","7","expression of opinion"
"延迟","延遲","yan2chi2","7","to delay"
"延误","延誤","yan2wu4","7","to delay"
"延续","延續","yan2xu4","7","to continue"
"沿袭","沿襲","yan2xi2","7","to carry on as before"
"严禁","嚴禁","yan2jin4","7","to strictly prohibit"
"严厉","嚴厲","yan2li4","7","severe"
"严密","嚴密","yan2mi4","7","strict"
"演变","演變","yan3bian4","7","to develop"
"演说","演說","yan3shuo1","7","speech"
"演习","演習","yan3xi2","7","maneuver"
"燕窝","燕窩","yan4wo1","7","swallow's nest"
"养分","養分","yang3fen4","7","nutrient"
"养老","養老","yang3lao3","7","to provide for the elderly (family members)"
"养育","養育","yang3yu4","7","to rear"
"窑","窯","yao2","7","kiln"
"摇晃","搖晃","yao2huang","7","to rock"
"谣言","謠言","yao2yan","7","rumor"
"遥远","遙遠","yao2yuan3","7","distant"
"要点","要點","yao4dian3","7","main point"
"药品","藥品","yao4pin3","7","medicaments"
"业绩","業績","ye4ji1","7","achievement"
"依旧","依舊","yi1jiu4","7","as before"
"依赖","依賴","yi1lai4","7","to depend on"
"医疗","醫療","yi1liao2","7","medical treatment"
"医术","醫術","yi1shu4","7","medical expertise"
"医药","醫藥","yi1yao4","7","medical care and medicines"
"一贯","一貫","yi1guan4","7","consistent"
"仪表","儀表","yi2biao3","7","appearance"
"遗产","遺產","yi2chan3","7","heritage"
"遗传","遺傳","yi2chuan2","7","heredity"
"遗憾","遺憾","yi2han4","7","regret"
"遗留","遺留","yi2liu2","7","to leave behind"
"遗弃","遺棄","yi2qi4","7","to leave"
"遗体","遺體","yi2ti3","7","remains (of a dead person)"
"遗忘","遺忘","yi2wang4","7","to become forgotten"
"遗志","遺志","yi2zhi4","7","the mission in life of a deceased person, left to others to carry on"
"遗址","遺址","yi2zhi3","7","ruins"
"疑虑","疑慮","yi2lü4","7","hesitation"
"一连串","一連串","yi1lian2chuan4","7","a succession of"
"液体","液體","ye4ti3","7","liquid"
"意图","意圖","yi4tu2","7","intent"
"异常","異常","yi4chang2","7","exceptional"
"异乡","異鄉","yi4xiang1","7","foreign land"
"议定","議定","yi4ding4","7","to reach an agreement"
"议论","議論","yi4lun4","7","to comment"
"议题","議題","yi4ti2","7","topic of discussion"
"议员","議員","yi4yuan2","7","member (of a legislative body)"
"阴谋","陰謀","yin1mou2","7","plot"
"阴影","陰影","yin1ying3","7","(lit. and fig.) shadow"
"银幕","銀幕","yin2mu4","7","movie screen"
"银色","銀色","yin2se4","7","silver (color)"
"银子","銀子","yin2zi","7","money"
"引导","引導","yin3dao3","7","to guide"
"引进","引進","yin3jin4","7","to recommend"
"隐藏","隱藏","yin3cang2","7","to hide"
"隐士","隱士","yin3shi4","7","hermit"
"隐约","隱約","yin3yue1","7","vague"
"印证","印證","yin4zheng4","7","to seal"
"樱桃","櫻桃","ying1tao2","7","cherry"
"英语","英語","ying1yu3","7","English (language)"
"鹰","鷹","ying1","7","eagle"
"营地","營地","ying2di4","7","camp"
"营造","營造","ying2zao4","7","to build (housing)"
"硬体","硬體","ying4ti3","7","(computer) hardware"
"应变","應變","ying4bian4","7","to meet a contingency"
"应酬","應酬","ying4chou2","7","social niceties"
"应急","應急","ying4ji2","7","to respond to an emergency"
"应验","應驗","ying4yan4","7","to come true"
"应征","應徵","ying4zheng1","7","to apply (for a job)"
"涌","湧","yong3","7","to bubble up"
"踊跃","踴躍","yong3yue4","7","to leap"
"用户","用戶","yong4hu4","7","user"
"悠闲","悠閒","you1xian2","7","leisurely"
"优待","優待","you1dai4","7","preferential treatment"
"优势","優勢","you1shi4","7","superiority"
"优先","優先","you1xian1","7","to have priority"
"优异","優異","you1yi4","7","exceptional"
"铀","鈾","you4","7","uranium (chemistry)"
"由来","由來","you2lai2","7","origin"
"游览","遊覽","you2lan3","7","to go sightseeing"
"油条","油條","you2tiao2","7","youtiao (deep-fried breadstick)"
"友爱","友愛","you3ai4","7","friendly affection"
"有机","有機","you3ji1","7","organic"
"有为","有為","you3wei2","7","promising"
"有缘","有緣","you3yuan2","7","related"
"诱惑","誘惑","you4huo4","7","to entice"
"舆论","輿論","yu2lun4","7","public opinion"
"渔民","漁民","yu2min2","7","fisherman"
"与会","與會","yu4hui4","7","to participate in a meeting"
"语文","語文","yu3wen2","7","literature and language"
"预测","預測","yu4ce4","7","to forecast"
"预防","預防","yu4fang2","7","to prevent"
"预告","預告","yu4gao4","7","to forecast"
"预估","預估","yu4gu1","7","to estimate"
"预赛","預賽","yu4sai4","7","preliminary competition"
"预约","預約","yu4yue1","7","booking"
"园林","園林","yuan2lin2","7","gardens"
"元气","元氣","yuan2qi4","7","strength"
"原状","原狀","yuan2zhuang4","7","previous condition"
"原子弹","原子彈","yuan2zi3dan4","7","atom bomb"
"远景","遠景","yuan3jing3","7","prospect"
"约束","約束","yue1shu4","7","to restrict"
"乐队","樂隊","yue4dui4","7","band"
"运行","運行","yun4xing2","7","to move along one's course (of celestial bodies etc)"
"孕妇","孕婦","yun4fu4","7","pregnant woman"
"酝酿","醞釀","yun4niang4","7","(of alcohol) to ferment"
"灾祸","災禍","zai1huo4","7","disaster"
"灾情","災情","zai1qing2","7","disastrous situation"
"在场","在場","zai4chang3","7","to be present"
"赞助","贊助","zan4zhu4","7","to support"
"赞叹","讚嘆","zan4tan4","7","to exclaim in admiration"
"赃物","贓物","zang1wu4","7","booty"
"责备","責備","ze2bei4","7","to blame"
"增进","增進","zeng1jin4","7","to promote"
"增强","增強","zeng1qiang2","7","to increase"
"炸药","炸藥","zha4yao4","7","explosive (material)"
"盏","盞","zhan3","7","a small cup"
"展现","展現","zhan3xian4","7","to come out"
"崭新","嶄新","zhan3xin1","7","brand new"
"颤抖","顫抖","zhan4dou3","7","to shudder"
"战火","戰火","zhan4huo3","7","conflagration"
"战机","戰機","zhan4ji1","7","opportunity in a battle"
"战乱","戰亂","zhan4luan4","7","chaos of war"
"战略","戰略","zhan4lüe4","7","strategy"
"战胜","戰勝","zhan4sheng4","7","to prevail over"
"战士","戰士","zhan4shi4","7","fighter"
"战术","戰術","zhan4shu4","7","tactics"
"战线","戰線","zhan4xian4","7","battle line"
"战友","戰友","zhan4you3","7","comrade-in-arms"
"战战兢兢","戰戰兢兢","zhan4zhan4jing1jing1","7","trembling with fear"
"张开","張開","zhang1kai1","7","to open up"
"张贴","張貼","zhang1tie1","7","to post (a notice)"
"长子","長子","zhang3zi3","7","eldest son"
"帐篷","帳篷","zhang4peng2","7","tent"
"朝气","朝氣","zhao1qi4","7","vitality"
"着想","著想","zhao2xiang3","7","to give thought (to others)"
"找寻","找尋","zhao3xun2","7","to look for"
"沼泽","沼澤","zhao3ze2","7","marsh"
"折腾","折騰","zhe1teng","7","to toss from side to side (e.g. sleeplessly)"
"针灸","針灸","zhen1jiu3","7","acupuncture and moxibustion"
"诊断","診斷","zhen3duan4","7","diagnosis"
"诊所","診所","zhen3suo3","7","clinic"
"镇定","鎮定","zhen4ding4","7","calm"
"镇压","鎮壓","zhen4ya1","7","suppression"
"振动","振動","zhen4dong4","7","to vibrate"
"震惊","震驚","zhen4jing1","7","to shock"
"阵营","陣營","zhen4ying2","7","group of people"
"蒸发","蒸發","zheng1fa1","7","to evaporate"
"蒸气","蒸氣","zheng1qi4","7","vapor"
"争辩","爭辯","zheng1bian4","7","a dispute"
"争夺","爭奪","zheng1duo2","7","to fight over"
"争气","爭氣","zheng1qi4","7","to work hard for sth"
"争议","爭議","zheng1yi4","7","controversy"
"征收","徵收","zheng1shou1","7","to levy (a fine)"
"挣扎","掙扎","zheng1zha2","7","to struggle"
"整顿","整頓","zheng3dun4","7","to tidy up"
"整体","整體","zheng3ti3","7","whole entity"
"正当","正當","zheng4dang1","7","timely"
"正统","正統","zheng4tong3","7","Zhengtong Emperor, reign name of sixth Ming Emperor Zhu Qizhen 朱祁鎮|朱祁镇[Zhu1 Qi2 zhen4] (1427-1464), reigned 1435-1449, Temple name Yingzong 英宗[Ying1 zong1]"
"正义","正義","zheng4yi4","7","justice"
"政绩","政績","zheng4ji1","7","(political) achievements"
"政见","政見","zheng4jian4","7","political views"
"政权","政權","zheng4quan2","7","regime"
"证券","證券","zheng4quan4","7","negotiable security (financial)"
"证人","證人","zheng4ren2","7","witness"
"之内","之內","zhin1ei4","7","inside"
"支撑","支撐","zhi1cheng1","7","to prop up"
"支应","支應","zhi1ying4","7","to deal with"
"直径","直徑","zhi2jing4","7","diameter"
"值钱","值錢","zhi2qian2","7","valuable"
"质量","質量","zhi2liang4","7","quality"
"质疑","質疑","zhi2yi2","7","to call into question"
"职务","職務","zhi2wu4","7","post"
"职责","職責","zhi2ze2","7","duty"
"执照","執照","zhi2zhao4","7","license"
"执政","執政","zhi2zheng4","7","to hold power"
"执着","執著","zhi2zhuo2","7","to be strongly attached to"
"指标","指標","zhi3biao1","7","(production) target"
"指点","指點","zhi3dian3","7","to point out"
"指挥","指揮","zhi3hui1","7","to conduct"
"指南针","指南針","zhi3nan2zhen1","7","compass"
"指数","指數","zhi3shu4","7","(numerical, statistical) index"
"指头","指頭","zhi3tou","7","finger"
"指纹","指紋","zhi3wen2","7","fingerprint"
"治标","治標","zhi4biao1","7","to treat only the symptoms but not the root cause"
"治疗","治療","zhi4liao2","7","to treat (an illness)"
"致词","致詞","zhi4ci2","7","to make a speech"
"制订","制訂","zhi4ding4","7","to work out"
"制品","製品","zhi4pin3","7","products"
"滞留","滯留","zhi4liu2","7","to detain"
"中断","中斷","zhong1duan4","7","to cut short"
"中叶","中葉","zhong1ye4","7","mid- (e.g. mid-century)"
"中医","中醫","zhong1yi1","7","traditional Chinese medical science"
"忠实","忠實","zhong1shi2","7","faithful"
"终场","終場","zhong1chang3","7","end (of a performance or sports match)"
"终结","終結","zhong1jie2","7","end"
"终究","終究","zhong1jiu4","7","in the end"
"终身","終身","zhong1shen1","7","lifelong"
"种种","種種","zhong3zhong3","7","all kinds of"
"种植","種植","zhong4zhi2","7","to plant"
"中风","中風","zhong4feng1","7","to suffer a paralyzing stroke"
"中奖","中獎","zhong4jiang3","7","to win a prize"
"重镇","重鎮","zhong4zhen4","7","strategic town"
"周边","周邊","zhou1bian1","7","periphery"
"周详","周詳","zhou1xiang2","7","meticulous"
"周游","周遊","zhou1you2","7","to travel around"
"周转","周轉","zhou1zhuan3","7","to rotate"
"皱","皺","zhou4","7","to wrinkle"
"皱纹","皺紋","zhou4wen2","7","wrinkle"
"诸多","諸多","zhu1duo1","7","(used for abstract things) a good deal, a lot of"
"主导","主導","zhu3dao3","7","leading"
"主见","主見","zhu3jian4","7","one's own view"
"主权","主權","zhu3quan2","7","sovereignty"
"主义","主義","zhu3yi4","7","-ism"
"主轴","主軸","zhu3zhou2","7","axis"
"嘱咐","囑咐","zhu3fu4","7","to tell"
"瞩目","矚目","zhu3mu4","7","to focus attention upon"
"注视","注視","zhu4shi4","7","to watch attentively"
"住户","住戶","zhu4hu4","7","household"
"伫立","佇立","zhu4li4","7","to stand for a long time"
"驻","駐","zhu4","7","to halt"
"抓紧","抓緊","zhua1jin3","7","to grasp firmly"
"专柜","專櫃","zhuan1gui4","7","sales counter dedicated to a certain kind of product (e.g. alcohol)"
"专员","專員","zhuan1yuan2","7","assistant director"
"专制","專制","zhuan1zhi4","7","autocracy"
"砖","磚","zhuan1","7","brick"
"转动","轉動","zhuan3dong4","7","to turn sth around"
"转化","轉化","zhuan3hua4","7","to change"
"转手","轉手","zhuan3shou3","7","to pass on"
"转眼","轉眼","zhuan3yan3","7","in a flash"
"转移","轉移","zhuan3yi2","7","to shift"
"撰写","撰寫","zhuan4xie3","7","to write"
"庄严","莊嚴","zhuang1yan2","7","solemn"
"装备","裝備","zhuang1bei4","7","equipment"
"装潢","裝潢","zhuang1huang2","7","to mount (a picture)"
"装配","裝配","zhuang1pei4","7","to assemble"
"装运","裝運","zhuang1yun4","7","to ship"
"装置","裝置","zhuang1zhi4","7","to install"
"壮观","壯觀","zhuang4guan1","7","spectacular"
"壮丽","壯麗","zhuang4li4","7","magnificence"
"状元","狀元","zhuang4yuan2","7","top scorer in the palace examination (highest rank of the Imperial examination system)"
"准则","準則","zhun3ze2","7","norm"
"准许","准許","zhun3xu3","7","to allow"
"着手","著手","zhuo2shou3","7","to put one's hand to it"
"着眼","著眼","zhuo2yan3","7","to have one's eyes on (a goal)"
"着重","著重","zhuo2zhong4","7","to put emphasis on"
"资深","資深","zi1shen1","7","veteran (journalist etc)"
"资助","資助","zi1zhu4","7","to subsidize"
"姿势","姿勢","zi1shi4","7","posture"
"姿态","姿態","zi1tai4","7","attitude"
"子弹","子彈","zi3dan4","7","bullet"
"子孙","子孫","zi3sun1","7","offspring"
"紫外线","紫外線","zi3wai4xian4","7","ultraviolet ray"
"自称","自稱","zi4cheng1","7","to call oneself"
"自费","自費","zi4fei4","7","(be) at one's own expense"
"自觉","自覺","zi4jue2","7","conscious"
"自满","自滿","zi4man3","7","complacent"
"自传","自傳","zi4zhuan4","7","autobiography"
"字体","字體","zi4ti3","7","calligraphic style"
"字样","字樣","zi4yang4","7","model or template character"
"总裁","總裁","zong3cai2","7","chairman"
"总得","總得","zong3dei3","7","must"
"总额","總額","zon3ge2","7","total (amount or value)"
"总和","總和","zong3he2","7","sum"
"总结","總結","zong3jie2","7","to sum up"
"总经理","總經理","zong3jing1li3","7","general manager"
"总数","總數","zong3shu4","7","total"
"纵火","縱火","zong4huo3","7","to set on fire"
"纵容","縱容","zong4rong2","7","to indulge"
"纵使","縱使","zong4shi3","7","even if"
"租赁","租賃","zu1lin4","7","to rent"
"足够","足夠","zu2gou4","7","enough"
"阻挡","阻擋","zu3dang3","7","to stop"
"阻挠","阻撓","zun3ao2","7","to thwart"
"组装","組裝","zu3zhuang1","7","to assemble and install"
"钻研","鑽研","zuan1yan2","7","to study meticulously"
"罪恶","罪惡","zui4e4","7","crime"
"尊严","尊嚴","zun1yan2","7","dignity"
"作风","作風","zuo4feng1","7","style"
"作战","作戰","zuo4zhan4","7","combat"
"作证","作證","zuo4zheng4","7","to bear witness"
"坐镇","坐鎮","zuo4zhen4","7","(of a commanding officer) to keep watch"
"座谈","座談","zuo4tan2","7","to have an informal discussion"
"座右铭","座右銘","zuo4you4ming2","7","motto"
